1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,d,d,0,0,0,0,0,0,d,d,1,1,1,1,1,1,1,1,d,d,0,0,0,0,0,0,d,d,1,1,1,1,1,1,
1,1,1,1,1,1,2,2,b,1,1,1,1,8,2,2,2,2,d,1,1,2,6,6,6,2,8,1,1,1,1,b,2,2,1,1,1,1,1,1,
1,1,1,1,2,2,2,2,2,2,5,5,2,2,0,0,2,2,6,1,1,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,1,1,1,1,
1,1,1,d,2,2,1,1,2,0,0,2,2,2,1,1,2,2,6,1,1,0,0,2,1,1,2,0,0,0,0,2,1,1,2,2,d,1,1,1,
1,1,2,7,2,2,2,0,2,2,2,2,2,2,2,d,b,b,6,1,1,b,b,2,2,2,5,2,2,2,2,2,5,7,2,2,7,7,1,1,
1,1,2,7,2,2,2,2,2,2,2,8,2,2,2,6,2,2,6,1,1,2,2,2,d,2,0,5,2,2,2,2,2,2,2,2,0,2,1,1,
1,2,2,1,2,2,2,2,2,5,2,0,0,2,2,6,2,2,1,1,d,2,2,2,2,2,0,0,2,5,2,2,b,b,2,2,1,2,2,1,
1,2,2,8,2,2,2,2,2,5,2,2,2,2,2,1,2,2,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1,d,2,2,2,2,2,d,d,2,2,2,2,2,2,2,1,1,1,1,6,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,1,
1,7,2,2,2,2,2,2,5,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,d,2,2,2,2,2,2,2,1,
1,7,2,2,2,2,2,2,5,2,2,2,2,d,2,2,0,0,1,1,2,2,2,2,d,2,2,2,2,2,2,5,2,2,2,2,7,7,2,1,
1,7,2,2,2,2,2,2,1,2,2,2,2,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,8,2,2,5,2,2,2,2,7,2,2,1,
1,1,2,2,d,d,d,2,2,2,2,2,2,2,2,2,2,2,d,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,
1,2,2,7,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,d,2,2,1,1,2,2,8,2,d,1,1,2,d,d,2,2,2,1,
1,2,2,7,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,
1,2,2,2,2,1,2,2,2,2,2,2,2,8,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,d,2,2,7,7,2,2,2,1,
1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,2,2,2,1,
1,2,2,2,2,2,7,2,2,5,2,2,2,2,2,2,2,2,1,1,2,1,2,d,2,d,2,2,1,1,1,0,2,2,2,1,2,2,2,1,
1,7,2,2,2,2,2,2,2,d,5,2,2,2,2,2,2,6,1,1,2,2,2,2,0,2,2,2,5,5,5,2,2,2,2,2,2,2,2,1,
1,2,2,8,2,2,2,2,2,2,5,2,2,2,1,2,2,6,1,1,2,2,2,1,9,1,2,b,1,1,1,1,2,2,2,2,2,2,2,1,
1,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,1,1,2,2,2,2,2,d,2,2,2,2,5,2,8,2,2,2,2,2,2,1,
1,7,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,d,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,
1,1,7,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,6,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,1,1,
1,1,7,2,2,2,2,1,1,2,2,2,2,1,1,0,2,2,6,1,1,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,7,1,1,
1,1,1,7,2,2,2,0,0,2,2,2,1,1,0,2,2,2,6,1,1,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,7,1,1,1,
1,1,1,1,2,2,2,5,5,2,2,2,2,2,2,2,2,2,1,1,d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,1,
1,1,1,1,1,1,2,5,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
